0.001183431952662722	845	Kansas	Osborne
0.001379310344827586	725	Nebraska	Harlan
0.0014492753623188406	690	Nebraska	Franklin
0.001488095238095238	672	Nebraska	Sherman
0.0014925373134328358	670	Nebraska	Frontier
0.0015873015873015873	630	Utah	Rich
0.0017211703958691911	581	South Dakota	Sanborn
0.0017730496453900709	564	Kansas	Cheyenne
0.0018495684340320592	1622	South Dakota	Dewey
0.0019286403085824494	2074	Kentucky	Wolfe
0.0019305019305019305	518	South Dakota	Faulk
0.001937984496124031	1032	Nebraska	Chase
0.0020729684908789387	2412	West Virginia	Tyler
0.002109704641350211	474	South Dakota	Jerauld
0.002131060202450719	1877	Iowa	Adair
0.002145922746781116	466	North Dakota	Griggs
0.002182214948172395	1833	Idaho	Caribou
0.0021929824561403508	912	North Dakota	Sargent
0.0022026431718061676	908	South Dakota	Gregory
0.002207505518763797	3624	Idaho	Franklin
0.0022404779686333084	1339	North Dakota	Ransom
0.002304147465437788	868	Idaho	Lewis
0.00245398773006135	815	Montana	Fallon
0.002544529262086514	393	North Dakota	Logan
0.002563505010487066	4291	Kentucky	Jackson
0.002577319587628866	1164	South Dakota	Corson
0.0026200873362445414	2290	Iowa	Davis
0.002621231979030144	763	North Dakota	Bowman
0.0026857654431512983	4468	Kentucky	Estill
0.0026954177897574125	1484	Idaho	Bear Lake
0.0027070925825663237	20317	Texas	Starr
0.0027731558513588465	1803	North Dakota	Benson
0.002824858757062147	354	Colorado	Jackson
0.002840909090909091	352	Montana	Powder River
0.002875924404272802	2434	Minnesota	Marshall
0.0028768699654775605	1738	South Dakota	Grant
0.002884338044418806	3467	Missouri	Bollinger
0.002962962962962963	675	South Dakota	Perkins
0.0029940119760479044	334	South Dakota	Harding
0.0030380930123860717	4279	Kentucky	Breathitt
0.003048780487804878	328	Colorado	Kiowa
0.0030534351145038168	1310	Nebraska	Fillmore
0.0030864197530864196	648	North Dakota	Renville
0.003093102381688834	6466	West Virginia	Lincoln
0.003134796238244514	638	North Dakota	Emmons
0.003157894736842105	950	Nebraska	Nuckolls
0.0031620553359683794	1265	Missouri	Scotland
0.003169572107765452	631	Montana	Liberty
0.003228410008071025	1239	Nebraska	Boone
0.003243243243243243	925	Nebraska	Nance
0.003256003256003256	4914	Kentucky	Lawrence
0.003278688524590164	610	Kentucky	Robertson
0.0032967032967032967	910	South Dakota	Edmunds
0.0033120416370948664	4227	Kentucky	Magoffin
0.003331009373305446	12909	Ohio	Holmes
0.0033407572383073497	2694	Illinois	Jasper
0.0033487892838742917	3882	Iowa	Harrison
0.0033492822966507177	4180	Missouri	Osage
0.0033783783783783786	296	Nebraska	Sioux
0.003418803418803419	585	Nebraska	Pawnee
0.003436426116838488	1746	Alaska	Prince Wales Ketchikan
0.00344149459193707	6102	Indiana	Jay
0.0034482758620689655	580	North Dakota	Kidder
0.0034662045060658577	1731	Iowa	Ida
0.0035149384885764497	569	Nebraska	Greeley
0.0035231943628890195	1703	Minnesota	Wilkin
0.0035961640916355887	7508	West Virginia	Nicholas
0.003604902667627974	1387	North Dakota	McHenry
0.0036068530207394047	2218	Montana	Stillwater
0.0036133694670280035	3321	Iowa	Grundy
0.003738317757009346	1605	Nebraska	Howard
0.003745318352059925	2937	Nebraska	Cheyenne
0.0037504261847937266	5866	Tennessee	Union
0.0037678975131876413	2654	West Virginia	Clay
0.003780718336483932	2645	Idaho	Boundary
0.0037854889589905363	1585	Idaho	Lincoln
0.00379416646905383	4217	Montana	Park
0.0038022813688212928	1315	Illinois	Calhoun
0.003808073115003808	1313	Tennessee	Pickett
0.0038272279934390375	1829	Illinois	Edwards
0.0038434163701067618	7025	Tennessee	Scott
0.0038461538461538464	2600	Montana	Jefferson
0.0038580246913580245	1296	Nebraska	Morrill
0.0038809831824062097	1546	Minnesota	Lac Qui Parle
0.00392156862745098	510	South Dakota	Miner
0.003928170594837262	3564	Minnesota	Faribault
0.003929974991068239	2799	Montana	Fergus
0.003937007874015748	1778	Missouri	Carter
0.0039494470774091624	1266	Nebraska	Polk
0.003956478733926805	1011	Nebraska	Valley
0.00398406374501992	1004	Minnesota	Kittson
0.004012526913290272	10218	Idaho	Bonner
0.004032258064516129	2976	Montana	Richland
0.004060089321965083	2463	Michigan	Iron
0.004078303425774877	1226	South Dakota	Kingsbury
0.004090377873003506	5134	Tennessee	Unicoi
0.004095398699108649	4151	Kentucky	Lewis
0.004098360655737705	488	North Dakota	Adams
0.004163775156141568	1441	Montana	Chouteau
0.004166666666666667	480	South Dakota	Potter
0.004166666666666667	2160	South Dakota	Turner
0.004205214465937763	4756	Indiana	Fountain
0.004228329809725159	1419	Illinois	Scott
0.004235493434985175	2361	Nebraska	Holt
0.004240882103477523	1179	Iowa	Ringgold
0.004248288883644088	12711	West Virginia	Wayne
0.00432338953739732	4626	South Dakota	Shannon
0.004338394793926247	1383	South Dakota	Brule
0.004347826086956522	690	Utah	Wayne
0.004357298474945534	459	Nebraska	Deuel
0.0043859649122807015	684	Nebraska	Brown
0.004395604395604396	1820	Nebraska	Pierce
0.004405286343612335	454	Virginia	Highland
0.004419889502762431	905	Colorado	Ouray
0.0044444444444444444	1575	Montana	Pondera
0.004464285714285714	1120	Missouri	Schuyler
0.004479840716774514	4018	Montana	Glacier
0.004497751124437781	2001	Nebraska	Merrick
0.00450281425891182	2665	Nebraska	Custer
0.0045105999097880016	2217	Iowa	Calhoun
0.0045134879815261885	9527	Indiana	Greene
0.004531520725043316	7503	Kentucky	Letcher
0.0045721750489875895	1531	South Dakota	Hamlin
0.004576659038901602	437	North Dakota	Grant
0.004593810444874275	4136	West Virginia	Roane
